0,"me,, website, down?, btw,, new, website, isnt, great, user, experience., time, another, redesign."
0,"cant, check, add, bag., website, isnt, working., ive, tried, desktop, mobile"
0,"let, scanned, passengers, leave, plane, told, someone, remove, bag, 1st, class, bin?, uncomfortable"
0,"phone, number., cant, find, call, flight, reservation."
0,"anyone, anything, today?, website, useless, one, answering, phone."
1,"trying, add, boy, prince, ressie., thursday, lax"
0,"must, traveler, miss, flight, late, flight, check, bag?, missed, morning, appointments, lost, business., sfo2lax"
1,"check, new, music"
0,"late, flight, bag, check, lost, business., missed, flight, apt., three, people, flight, exp."
2,"amazing, customer, service,, raeann, shes, best, customerservice, virginamerica, flying"
0,"called, service, line, hung, on., awesome., sarcasm"
0,"site, tripping., trying, check, getting, plain, text, version., reluctant, enter, card, info."
1,"getaway, deals, may,, $59, one-way., lots, cool, cities, cheapflights, farecompare"
0,"concerned, fly, plane, needs, delayed, due, tech, stop?"
2,"best, airline, flown, on.easy, change, reservation,helpful, representatives, comfortable, flying, experience"
2,"another, rep, kicked, butt, naelah, represents, team, beautifully, thank"
2,"beautiful, front-end, design, right, now;, cool, still, book, ticket, b/c, back-end, secure."
2,"love, team, running, gate, las, tonight., waited, delayed, flight,, kept, things, entertaining"
0,"flight, flight, booking, problems, site, totally, down., folks,, problem?"
0,"like, customer, service, min, delay, connecting, passengers, seems, long., va370"
2,"thanks, outstanding, nyc-jfk, crew, moved, mountains, get, home, san, francisco, tonight"
2,"absolute, best, team, customer, service, ever., every, time, fly, delighted., thank"
1,"provide, complimentary, upgrades, first, class,, available, seats?"
2,"completely, awesome, experience, last, month, bos-las, nonstop., thanks, awesome, flight, depart, time., vabeatsjblue"
1,"watch, oscars2015, jfk-&gt;sfo, flight?"
0,"failing, customers, check, process, link, tsa, pre-check."
0,"terrible, airline, gave, hotel, hotline, number, said, sorry"
1,"flight, number, 276, sfo, cabo, san, lucas, arrived, yet?"
0,"assistance, yesterday, cancelled, flightled, flight, give, hotel, hotline, shame"
0,"another, delayed, flight?, likingyoulessandless"
0,"need, register, service, dog, first, class, ticket, sfo, dulles., phone, queue, hour, longer., pls, advise"
2,"rock, making, watch, oscars, flight, redcarpet, oscars, oscars2015"
1,"dropped, track, you..."
0,"cant, book, seats, flights, buy, even, check, in?, creates, much, anxiety, frustrated"
2,"best, customer, service, rep, world, irmafromdallas, takes, cake"
2,"amazing, staff, super, helpful, ran, princesshalf, spoiled, comfort"
0,"paid, premium, fly, across, country,, cancelled, flight, flight, offer, check, fee, upgrade, love?, sad, face"
2,"always, together, youre, welcome, youre, welcome."
2,"flight, home, sunset, globe, backtowinter, back, work, refreshed"
0,"dont, understand, need, give, answer, damaged, luggage, policy."
0,"mean, dont, policy, destroyed, luggage?"
1,"special, assistance, travel, alone, w/2, kids, infant?, priority, boarding?"
2,"thank, checking, in., tickets, purchased, customer, happy, ;-)"
1,"website, ever, coming, back, online?"
1,"flight, 0769, lga, dfw, time?"
1,"drivers, license, expired, little, month., fly, friday, morning, using, expired, license?"
0,"problems, flight, booking, problems, web, site., keeps, giving, error, contact, phone., phone, minute, wait."
0,"rang,, wait, minutes, book, ticket, vendor,, fix, site"
0,"got, flight, (we, told), 4:50, today..,checked, email, 4;50, tomorrow., unacceptable."
0,"flight, lga, cancelled, flighted., stuck, dallas., called, reschedule,, told, could, get, flight, today...(1/2)"
0,"dont, pairings, include, red, wine?, white, offered, redwineisbetter"
0,"disappointed, agent, designated, silver, status, check, line, closed, assist, pasengers"
1,"plans, include, austin, dallas, route, topnews, arab, emirates"
0,"normal, receive, reply, central, baggage, baggageissues, smh"
0,"logan, airport, waiting, checkin, 9am, flight., checkin, desk, open, why?"
1,"jump, dallas-austin, market"
1,"beats, eps, views,, takes, southwestair, luv, investors, business, daily"
1,"lister, show, monday, 1230, 130"
1,"begin, dallas-austin, flights, april, 88.9, ketr"
0,"congrats,, got, business, ewr, sfo/lax., fuck, fl1289, sfo/ewr, clincher..."
0,"applied, weeks, ago., havent, heard, back, flying, week, disappointed"
2,"thank, follow"
0,"many, apologies, worse, airlines, dont, even, respond, cudtomers"
0,"shame, making, people, spend, money, stranded, cities, airlines, landing, jfk, reimburse, me?"
0,"bad, say, takes, days, via, confirmation, email., inquired, weeks, claim, weeks"
2,"way, fly, elevate, gold"
0,"lot, apologies, thrown, customers, see.very, sad., thanks, nothing., worst, airline, ever."
0,"flight, stuff, wrong, nothing, it., worst, flight, ever"
0,"trying, book, flight, guys, website, wont, let, me..., lose, business"
0,suck
2,thanks
0,"dmd., issue, persisting."
0,"never, recd, cancelled, flightlation, notice, left, options, fly, ps., driving, red, eye, mon, kids"
0,"trying, book, flight, site"
0,"stink., flight, cancelled, flighted, psp, jfk, notification, ability, rebook, disappointed., expected, better"
2,"love, guys, song, dancing, high, school, dance, revue"
0,"website, trying, check"
2,"done, thank, quick, response,, apparently, faster, sitting, hold"
2,"cool, picture, another, virginamerica, plane, wing., site"
2,"keep, great, work"
2,"goodness, people, field, amazing, pressure, from, texas, beatstheothers, crisis, please, fly"
1,"please, get, new, york, area, monday, afternoon"
2,"thanks, much, awesome, support,, guys, rock"
0,"flight, 404, delayed, hours, due, mechanical, problems., handle, like, pros, could, tossed, free, drink."
0,"guys, charged, $100, reschedule, flight, cancelled, flighted, refusing, refund, it., whats, deal?"
0,"cant, access, website, safari, iphone, seems, work, mac, ipad., need, iphone, add, passbook."
0,"cancelled, flight, flight, vx413?, one, sec, delayed,, airport,, next, cancelled, flightled?gonna, email, call, reschedule?"
0,"problem, link, email, check-in., thanks"
0,"change, another, airline, get, today, ..., able, land, you?, cost, $800, ...ugh"
0,"looking, forward, first, flight, today, cancelled, flightled, along, subsequent, one, ..."
2,"wish, afford, fly, next, friday, going, back, home.., love, everything, airline"
0,"gonna, deal, dallas, deal, dallas?, sad"
1,"its, bug, report,, guys"
0,"hold, times, call, center, bit, much"
2,"best, flight, attendant, ever"
2,"thanks, much"
2,"nicely, done."
2,"hahaha, guys, amazing., love, guys"
2,"sounds, like, fun"
1,"updates, flight, 413, jfk, lax"
1,"spruce, moose"
0,"css, site, 404, right, now,, please, fix., site, unusable."
2,"thanks, great, customer, service, today, helping, get, travel, sorted"
2,"thanks, guys, sweet, route, rockies, airplanemodewason"
2,"love, 90s, music, blasting, gate, boston, waiting, flight, sanfrancisco., could, get, iced, coffee"
0,"current, bug, website, shows, select, departure, city, selecting, destination, city"
0,"luggage, severely, dented/missing, wheel, coming, baggage, claim, san., luggage, agent, miranda, think), wasnt, help."
2,"thank, easy, itinerary, shift, impending, weather., quick,, painless, free."
2,"thanks, good, times, back, vodkatonics, entire, flightsfo"
1,"beats, expectations,, shares, take, santa, cruz, sentinel"
1,"plans, start, flying, direct, dal, las?"
2,"youre, great, job, adding, little, luxuries/aesthetics, improve, air, travel, experience., thank, you., keep"
0,"requested, window, seat, confirmed, window, got, stuck, middle, seat., good, way, treat, silver, member"
1,"grand, budapest, hotel, oscarscountdown"
1,"missed, next, trip, 407."
0,"something, wrong, website, safari, iphone"
2,"thanks, gate, checking, baggage, full, flight, dfw-lax, 883, giving, early, boarding, sweet"
0,"boo, refunding, seat, upgrade, fee, want, buy, first, place"
1,"shares, rise, financial, results, usa, today"
1,"adds, pillows, instead, lie-flat, seats, first, class, arms, race"
1,"know, flying, virgin, fight, mayweatherpacquiao"
2,"inflight, team, makes, experience, amazing"
2,"cutest, salt, pepper, shaker, ever., think, guys, cant, get, better"
0,"moved, seat, notice., better, seat, cabin, select, behind, row, selected, disappointed"
1,"shares, results"
2,"fav, airline"
1,", guys, going, start, flying, paris?, youre, welcome."
1,"policy, flying, surgery?, still, waiting, answer, tell, doctor."
0,"already, contacted, central, baggage, sent, dm., charging, dress, lost, suitcase, help"
2,thank
1,"need, start, flying, "
0,"checked, flight, sfo, lax, told, atlantic, flying, club, gold, get, benefits?"
0,"husband, ordered, three, drinks, via, screen, never, came., awesome"
0,"soooo, guys, going, leave, seatbelt, light, flight?, barely, call, turbulence, :-)"
1,"policy, flying, surgery?"
1,"posts, second, consecutive, full-year, net, profit"
0,"funny, story,, website, broken,, missing, javascript, stylesheets, checkin, process., dislike"
2,"would, love, virgin, like"
1,"results, handily, exceed, forecasts"
1,"applied, position, ,and, wondering, guys, received, application."
1,"achieves, second, year, profitability, despite, revenue, pressure, ..."
1,"gives, positive, outlook,, sees, increased, competition"
0,"trying, check, 10:50am, flight, tmm, desktop, website, working, (some, sort, caching, bug), sos"
1,"check, website, airport"
0,"guys, know, check-in, links, emails, broken?"
1,"pilot, says, expect, choppy, landing, nyc, due, gusty, winds, w/a, temperature, degrees, w/the, windchill"
2,"loved, it., cant, wait, mondays, return, flight..., mostly, watch, inflight, safety, video, again., sorrynotsorry"
0,"lost, luggage, days, ago, flight, 112, lax, iad, calling, every, day,, response.please, give, back, stuff"
2,"wanted, see, new, routes, planned, year, newark., love, flying, guys, hope"
1,"missed, flight., standby, work?"
2,"understanding, helped, out., thx, comps"
1,"brought, way, across, country, today, see"
2,"thank, absolutely"
0,"looks, like, broken, link, assets"
0,"manage, itinerary, section, website, seems, broken"
0,"cant, check, in,, site, looks, like, every, time, loads"
1,"help, needs, urgent, treatment, in2y, old, battling, cancer, could, help, flights, freyasfund"
1,"may, start, service, hawaii, sanfrancisco, year, biztravel"
0,"carriers, less, half, price, round, trip, fare., stunned."
0,"wtf, happening, pdx, late, flight, march, one, way, sfo, ~$550?"
2,thanks
1,"please, contact, portfolio, left, flight, jfk, sfo, tonite, seat, 7am., need, returned., call, 914-329-0185."
0,"luggage, gone., ive, filed, paperwork,, promised, call/email., still, resolution, response, central, luggage."
2,"thanks, taking, care, flight, rockstars, travel"
2,"thanks, lovely, soft, views, travel, san, sfo"
0,"requested, mileage, challenge, status, several, weeks, ago, online, havent, heard, back., get, help, this?"
0,"applied, status, match, feb, got, confirmation, email, day., still, news, though., guys, dropped, ball, late, flightly"
1,"help, ourprincess, need, help, usa, "
2,"adore, you,, looking, forward, flight, austin, two, weeks."
1,"flight, booking, problems, flight, uphold, status, match., taxes, ticket, count, earned, status, points?, statusmatch, virginamerica"
2,"first, time, flying, virgin,, went, sanfrancisco, .thanks, smooth, ride., easily, new, fav, airline"
0,"really, experience, hoping, forced, check, small, carry, on,, nothing, empty, cabin, space, board"
0,"spoke, representative, offered, solution,, loyal, customer, flies, well"
0,"deeply, disappointed, birthday, promo, applied, trip, booked, mere, days, received, email"
1,"help?, left, blazer, in., kooples, jacket, bag, 3rd, row, second, seat, right, gate, lax.., flight, sfo"
1,"partners, checkout, mobile, payment, method, help, boost, mobile, conversion, rates, etailwest, payments, visa"
2,"promoting, product, all,, problem, southwest, recommend, noneother, best"
2,"love, guys,, pls, get, direct, routes, las, aus"
1,"would, like, help, flights, please."
2,"course, work, obsessed, entire, virgin, family"
1,"done,, need, receipt, asap., could, please, help?, 150219-000114"
0,"vx399, jfk, dirty, plane, standards."
0,"flight, vx399, headed, jfk, dirtiest, plane, ever, on., sad, great, airline."
0,"avis, rental, continue, button, doesnt, work, website, book, car., tried, times, phone., sucks"
0,"delayed, to10.30"
0,"currently, minute, hold, cust., service., need, anything, add, lap, child, reservation?"
0,"comenity, bank, joke, please, change., nothing, constant, problems, bank"
2,"bought, tix, atx, dallas, route, thanks, adding, love, airline, website, best, transactional, site, ever"
1,"anytime,, sugafly."
2,"gave, credit, late, flight, flight, yesterday., great, service, thats, wow, moment, unexpected, gesture"
1,"need, receipt, flight, change., send, one?"
0,"submitted, status, match, request, back, still, havent, heard, im, flying, monday., look, accelerate?"
2,"safety, video, loved, first, cross, country, flight., livewelltraveled, sytycd"
1,"ceo, says, southwest, jetblue, strayed, low, cost, model."
1,"atlantic, ploughs, lone, furrow, middleeast"
1,"atlantic, ploughs, lone, furrow, middleeast"
2,"planes, really, pretty., thought, know, that."
1,"flying, hawaii"
2,thank
2,"good, home, texas, moodlighting"
0,"cannot, even, open, laptop, seat, paid, premium, this?, let"
0,"seat, cannot, even, open, laptop;, paid, extra, seat"
1,"guys, starting, flights, end, month, guess, im, still, road, tripping, feb, 27"
2,"thanks, that., needing, way, make, austin, trips, dca,, youve, come"
1,"announced, new, route, austin, w/fares, $39/way."
2,"cool, never, planes"
2,"great., well, deserved."
0,"status, match, weeks, gone, news.flt, next, week, hope, flt, count, towards, requirement., cust, svc, help"
2,"got, it., set, thanks"
1,"channel, year?"
1,"thing, see, passbook, virgin, mobile, mexico., integrate?"
2,"giants, virgin, america., match, made, heaven."
2,"thank, goodness, also,, see, friday,, nwk&gt;sf.., boom"
0,"come, dont, iphone, app?, still, using, making, waste, paper."
0,"back, seat, entertainment, system, accept, credit, cards, apostrophe, surname., apostrophefail"
2,"luv, people, product, thing, charge, herbal, tea, black, tea?, caffeine, drinker"
2,"thank, see, yall, soon, excited, see, expansion, destinations., spread, wings"
2,"incredible, customer, service, ive, ever, experienced, refreshing"
1,"now,, see, virginamerica, come, philadelphia, (phl)."
1,"start, 5xweekly, a319, flights, dallas, austin, 28apr, avgeek"
0,"kinda, sucked, earphone, jack, didnt, work, flight., may, want, look, future, passengers"
0,"poor, experience., first, computer, problem, seat, malfunction., stuck., missing, meeting, san, diego."
1,"battle, route, via"
2,"thankyou, dal-aus, route, makes, day"
2,"awesome, deals, dal-aus, $39, way"
1,"miss, nerdbird, san, jose"
2,"love, it,, taking, backyard, consumers, win, biz, competes."
2,"flying, love, austin, now., excellent, news."
2,"congrats, new, route, "
0,"tried, that., offered, charge, additional, $1k, new, ticket, stranded, thurs., 1st, time,, last, time."
1,"help, flights, get, old, battling, cancer, needs, treatment"
0,"never, bad, experience, before,, one, took, cake., extortion, carry, items, well?"
0,"spend, hours, worrying, items, carryon, would, broken/stolen, since, couldnt, carry, plane, lock, bag."
0,"group, told, room, bins., got, plane,, room, least, bags, row"
0,"lots, flights, book, site, working, ive, phone, waiting, minutes.........."
1,"virgin, america, fly, direct, seattle, nyc, boston?"
0,"taking, years, fly, home, dallas?, get, shit, together."
2,"nice, man, steel, might, faster,, wifi, saying., sciencebehindtheexperience"
2,"love, dancing, little, richard., cool, beans."
2,"thanks, free, birthday, points, yall, right"
0,"man, steel, flies, cities, though...and, frequency, too."
2,"thanks, much, sharing., added, site"
1,"got, cheese, plate, flights, too."
1,flights?
2,"dad, segway, best, part, whole, infographic"
2,"plans, short, haul, airline, europe?, would, defiantly, fly, guys"
2,"wifi, better, seating."
0,"started, flight, scolding, using, overhead, bin, offered, person, seated, next, me."
0,"airlines, werent, cancelled, flighting, flights, bos,, helping, customers, get, home,, virgin, saying, good, luck"
1,"dear, virgin, customer,, youre, stranded, days, $1000cost-, well, least, accommodate"
1,"use, next, airline, commercial, lol"
0,"grouping, virgin, others, now., bos, weather, exposed, actual, cus, serv, model., never, flight, booking, problems, virgin"
0,"one, travelers, affected, boston, storm,, shocked, virgins, complete, apathy, toward, customers."
1,"way, change, main, cabin, main, cabin, select, (on, flight), without, paying, change, fee, penalty?"
2,"guys, perfect, always, wervirgin"
2,"thanks, yall, best, customer, service, left, industry."
2,"really, wish, youd, fly, fargo, fares, amazings"
0,"group, got, cancelled, flightlation, fees, waived, cant, ticket, booked, 2/18?, reps, help, either"
1,"sign, bonuses, enroll, elevate?"
2,"got, 1pm, newark, home, la., folks, ewr, incredible, letsgohome"
1,"morning., question, regarding, elevate, points, flights, you?"
2,"flying, lax, sfo, looking, awesome, movie, lineup, actually, wish, long, haul."
1,"book, town, fares, $59/way, (+restr)."
2,thanks
2,"thanks, taking, care, happy, customer."
0,"still, refund, word, via, dm., please, resolve, issue, cancelled, flightled, flight, useless, assistants, trip."
0,"delayed, due, lack, crew, delayed, theres, long, line, deicing..., still, need, improve, service, united"
1,"flying, gla-mco, weeks., long, airport, departure, international, domestic?"
2,"thanks., ticket."
0,"worst., nonrefundable, first, class, tickets?, select, global/fc, system, auto, selects, economy, w/upgrade."
0,"buy, tix, days, flight, cant, transfer, tix., flawed, security, logic., flawed, customer, service"
0,"car, seat, lost, reimburse, new, one,, pair, shoes,, necessity, child"
1,"submitted, response, link, sent."
1,"yes,, david, allan, send, email, number, (kmm24999563v99860l0km), case8719519"
2,"wanted, let, know, wonderful, rosetta, gate, agent, working, flight, 6457, dan, ase., let, know, wasappreciated"
1,"yes,, paper, voucher, got, january, 26th, 2015"
0,"beginning, feb, called, united, said, would, send, another, voucher, mail., never, got, anything., tiredofwaiting"
0,"internet, great, thing., emailing, executives, company,, maybe, respond, timely, manner."
1,"need, use, chase, united, club, pass, 8yr, old, son,, come, pass?"
1,"suppose, number?"
0,"thats, weak., see, hey"
0,"flew, back, company, since, united, didnt, earlier, flight"
1,"lost, voucher, given, miami, aeroport, jan, 26., use, it."
0,"trying, book, awards, september, need, flights, show, even, many, award, seats, availab"
0,"sure, did., drive, total, hours, get, bag., like, explain, debacle, one, wants, talk, me."
0,"see?, told, repeatedly, pilot, late, flight, kept, getting, late, flightr., boarded,, defibrillator, issue."
0,"preferred, security, line, anymore., tsa, pre-check, didnt, pull, partner, flight, platinum, spoiled"
0,"united, refuse, reissue, $400, lost, voucher, plane, didnt, take, due, mechanics?, badcustomerservice"
0,"yes,, weve, agents, last, minutes., one, agents, rude,, thankfully, ladan, nice."
1,"trying, find, loaner, seat, new, used,, used, car, seat, illegal, according, safety, regulations"
0,"iah, charlotte., baggage, claim, rep, latrice, customerservice, non, existent,, ignored, customer, inappropriately, touched, customer"
0,"would, loved, respond, website, saw, really, long, form., business, new, seats, bad"
0,"refund, flight, vouchers, another, flight, different, airline, expense, today., hour, drive, inconvenient"
0,"received, call, back, days...its, infant, car, seat, supposed, anywhere, child"
0,"well, sitting, ground, time, waiting, gate....again, tiredofthis"
2,"airport, snow, removal, method, 22..., keep, good, work, folks,, cessnas, become, 747s"
0,"no,, need, guys, book, planes., concern,, ill, travel, someone, else, moving, forward."
0,"measly, $50, e-certificate, appreciate, loyal, customers, wait, 3hrs, tarmac, ua1116., unacceptable"
2,"thank, that., able, claim, interim, expenses, cost, stuff, me?"
0,"rude, rude"
0,"cant, get, boarding, pass, austrian, airlines, codeshare, flight., rebook, incls, hour, layover, stuck, outside, sec"
0,"flew, telaviv, paid, $100, third, suitcase, didnt, even, make, plane, besides, impolite, service..."
0,"bag, still, colo, springs., disabled, search, unfamiliar, airport, look, bag., good, outcome"
0,"shame, theres, flex, tickets, transfer, rules., even, calling, neurosurgery, icu, isnt, enough"
0,"no., denver, said, dont, handle, baggage, made, colo., springs., gave, 800, number, call., help, either."
0,"guys, need, serious, training, customer, service., many, better, options, put, way, guys, handle, mistakes"
1,"6533, ord, dca"
0,"found, problem, avoided, like, plague., told, cant, find, supervisor."
0,"zcc82u, cancelled, flight, flight, 16h, advance???, need, connect, flight, reschedule, link, isnt, helping., help?, waited, months, see, me."
0,flying
0,"addition,, first, flight, delayed, hour, arriving, destination, hrs, late, flight."
1,"cancelled, flighted, flight,, didnt, rebook, added, flight,, drive, denver, kc....thanks"
1,"announcement, pre, boarding, addresses, mobility., disability, requires, travel, lot, stuff., preboard?"
0,"upset, disability, services., told, one, employees, carrying, medical, equipment, rude."
0,"thnx, quick, reply, dont, think, assist., intl, grp, put, considerable, inconvenience, today."
0,"wont, transfer, flight, ticket, accompany, old, whos, active, military, mom, emergency, brain, surgery?, wow"
0,"weeks, late, flightr, still, received, miles, mileageplus, gift, card, $150, starbucks, card, handed"
0,"yet., complained, guy, checked, luggage, throwing, bags, around., unfortunate, coincidence, hope?"
0,"okc, ticket, agent, roger, mclarren(sp?), less, helpful, intl, group, travel, problems, cant, find, supervisor, help."
0,"another, fail, united, ticket, agents, okc., less, helpful, could, care, less, problems., american, come."
0,"sent, email, customer, care,, telling, may, break, sincerely, hope, help"
0,"silly, flying, delta, today., united, club, staff, attendants, surly, unhelpful, always, seem, bothered, pesky, folk"
0,"well,, cant, fix, missing, buddies, 30th, bday, negligence, attempt, make, it."
0,"believe, help, customer, service, couldnt?, like, said,, want, number, someone, fix, did."
2,"record-, rozana, newark, lovely, helpful., choosekind"
0,"whats, point, asking, details, servicedog, book, flight, crew, doesnt, read, them?, (continued)"
0,"tried, one, available, bogota, everyone, rude, houston., stuck, hours, guys"
0,"worst2unitedflightsever, 236, las, iad, 2/24, mechanical, problems, took, land, fix, delayed, wtfodds"
2,"despite, bag, making, newark, good, informative, email, tracking, updates, help"
0,"whats, going, 236?, outbound, flight, last, thurs, delayed, 4hrs, long, delay, be?, worst2unitedflightsever"
0,"worst2unitedflightsever, ua1429, iad, las, 2/19, mechanical, problems, switched, aircraft, delayed, 3.5, hours"
0,"crashed, trying, check, in."
1,"thanks, info, already, knew..."
0,"768, logan, boarding, gong, show, due, lax, carry, enforcement., bins, full, coats, room, bags., need, better, system"
0,"blackmailed, paying, 130, extra, return, ticket, nullified, san, francisco, airport., terrible, service, rep, scam"
0,"disappointed, didnt, honor, $100, credit, given, mistakes., taking, business, elsewhere, out."
0,"ua1673, still, waiting, supposed, depart, 9:08"
0,"months, waiting, hear, airline., gave, quite, bit, days, requested, terrible, service"
0,"process, ever, end?, still, waiting, reply, since, months, pathetic, customerservice"
0,"whats, going, website?, flight, booking, problems, three, tickets, today, ive, booted, system, umpteen, times."
0,"get, account, number, website, says, email, unavailable?"
0,"received, bag, last, night,, still, missing, one."
0,"youll, need, upgrade, seats, too,, even, economy, plus, like, sitting, concrete, bench."
0,"2nd, flight, also, delayed, pilots, boarded, sit, scheduling"
0,"way,, simple, apology, goes, long, way,, even, hollow, one., obvious, dont, care, well-being,"
0,"isnt, one, time, thing, either, shocking, pattern, repeated, neglect, disrespect."
0,"fingers, crossed, intact., disappointed, experience, actually, saying, enjoyed, using"
0,"incredibly, easy, fix,, would, rather, stay, comfort, zone,, get, forced, mine."
0,"july., zero, excuses, this., out-of-date, system, causes, problems, like, this."
0,"everyone, around, sitting, friends, family, members., booked, tickets, october, december., bought"
0,"moving, talk,, service"
1,"please, good, weekend"
0,"asked, legitimate, question, systemwide, vs., localized, problems,, got, back, unrelate, flightd, copy/paste., better."
0,"time?, call., need, skis., airport, get, them., faith, united."
1,"tourist, wonder:, super, tides, tide, century, french, u.k, coasts:"
0,"again,, maybe, would, care, hear, went, whoever, listens, issues, caused"
0,"youre, telling, number, call, left, airport, negligent, pilot, staff?"
0,"could, email, resent, doesnt, appear, arrived."
1,"yes, please, trying, get, pop-, newark, now...."
0,"$25, united, coupon, make, broken, entertainment, system, 9-hour, flight,, seriously?, ridiculousness, learncustomerservice"
0,"didnt, drop, bag, overnight, leaving, week., supposed, hold, bag...."
0,"details, still, response., book, today."
1,"know, probably, way, get, cheaper, airfare, ticket, flight, leaving, hours?"
0,"able, confirmation, number"
0,"unhappy, response, complaint, emailed, 2nd, feb, ref.8441639., awful, customer, service"
0,"common, keep, paper, work, ready, dont, delay, flights(1585)and, meetings"
1,"3659, yul-ord?"
2,"thanks,, sent"
0,"frustrated, nervous, this."
0,"ones, make, difficult, me."
0,"get, cancelled, flightled, hours, take, off?"
0,"always, happens, guys,, makes, traveling, incredibly, stressful, uncomfortable., good, business, you?"
0,"seeking, client., b/c, cant, get, need, refund., filled, form, confident, works, past, indication"
0,"luckily, made, flights, time, disappointed, lack, communication"
0,"checking, see, flight, 3466, (atl-ord), got, cancelled, flighted?"
0,"service, far, horrid., wanted, end, trip, high, note., guess, thats, option."
0,"booked, flight, home, months, ago, requested, seats, together, fiance, got, middle, seats., unacceptable."
0,"guys, horrible."
0,"pay, wifi, international, business, ticket?, pennypincher"
0,"ok., top, things, off,, youve, lost, luggage., could, get, worse???, unitedairlines"
2,"kudos, cancelled, flightling, flights, dfw, morning., united, usually, first, panic..."
0,"luggage, broken, youcouldntmakethis, brokenwheel"
1,"flight, 587, dfw, ord, currently, on-time?, see, advisory, dfw, may, affected, weather"
0,"maybe, one, day, youll, one, quoted"
0,"flight, delayed-no, one, remembered, turn, heat, flight, 559, leaving, ord-seriously???"
2,"another, awesome, new, plane, flight, 1584, extremely, nice, captain, steve, connolly."
0,"speak, real, person, get, resolved, politely, efficiently., (2/2)"
0,"bags, make, flight, iad?, second, day, without, clothes, pretty, inconvenient., pretty, curious, unitedairlines"
